THE_TE_UID,TERM,INDEX_TERM,SCOPE_NOTE,CLA_GR_UID,STATUS,IMAGE_EXISTS
68791,"GUEST HOUSE",Y,"A separate residence for guests, a house on a private estate or a monastery building specifically for receiving visitors.",1,P,"-"
68792,"HOTEL",Y,"A large building used for the accommodation of paying travellers and guests.",1,P,"-"
68793,"INN",Y,"A public house for the lodging and entertainment of travellers, etc.",1,P,"-"
68794,"COACHING INN",Y,"A public house offering lodgings to the passengers, and stabling for the horses of stage coaches.",1,P,"-"
68795,"LAUNDRY",Y,"A room or building where clothing and other fabrics are washed, mangled, steamed and ironed.",1,P,"-"
68796,"MARKET",Y,"An open space or covered building in which cattle, goods, etc, are displayed for sale.",1,P,"-"
68797,"LIVESTOCK MARKET",Y,"A market where cattle, pigs, sheep and poultry are bought and sold.",1,P,"-"
68798,"MARKET HALL",Y,"A purpose built covered market hall, usually 19th century, although earlier examples do exist, eg. that at Abingdon, Oxfordshire c.1680.",1,P,"-"
68799,"MARKET PLACE",Y,"An area, often consisting of widened streets or a town square, where booths and stalls may be erected for public sales.",1,P,"-"
68800,"PUBLIC HOUSE",Y,"The public house was a 19th century development, distinctive from the earlier BEER HOUSE by its decorative treatment and fittings.",1,P,"-"
68801,"RESTAURANT",Y,"A place where refreshments or meals may be obtained.",1,P,"-"
68802,"SHAMBLES",Y,"Traditionally a place where meat and fish were sold.",1,P,"-"
68803,"SHOP",Y,"A house or building where goods are made or prepared and displayed for sale and sold. Use more specific type where known.",1,P,"-"
68804,"SHOPPING ARCADE",Y,"A covered shopping street, sometimes with galleries, dating from the late 18th/early 19th century.",1,P,"-"
68805,"SMUGGLERS CACHE",Y,"A hiding place for stores, often underground, used by smugglers.",1,P,"-"
68806,"WAREHOUSE",Y,"A building or part of a building used for the storage of goods or merchandise. Use more specific type where known.",1,P,"-"
68807,"WINE CELLAR",Y,"A building or subterranean structure used for the storage of wine.",1,P,"-"
68808,"DEFENCE",N,"Sites, buildings, structures & features used in the defence of the civilian population. Includes civil defence sites, weapons stores, training sites, military signals & active defence structures such as anti-aircraft sites.",1,P,"-"
68809,"Acoustic Detection Post",N,"-",1,N,"-"
68810,"AIR RAID SHELTER",Y,"A fortified structure used to protect civilians and military personnel from enemy bombing.",1,P,"-"
68811,"AMPHITHEATRE",Y,"An oval or circular structure with seats rising in tiers around a central open space. Used for religious ceremonies, entertainment, training and armed combat contests.",1,P,"-"
68812,"ANGLE TOWER",Y,"A fortified tower found at the angle of a castle wall.",1,P,"-"
68813,"Anti Glider Ditch",N,"-",1,N,"-"
68814,"ARMAMENT DEPOT",Y,"A building used to store military equipment and ammunition.",1,P,"-"
68815,"ARMOURY",Y,"A place where weapons are kept.",1,P,"-"
68816,"ARSENAL",Y,"A building or large scale site for the manufacture and/or storage of weapons, ammunition and equipment.",1,P,"-"
68817,"ARTILLERY GROUND",Y,"A place in which the artillery is encamped or collected together.",1,P,"-"
68818,"ARTILLERY TOWER",Y,"A fortified tower designed to house a number of artillery pieces and a small garrison. Artillery towers first appear in England in the 16th century.",1,P,"-"
68819,"BARBICAN",Y,"Any earthworks, walling, bastion or fortified outwork, or combination of these, generally with ditch or moat.",1,P,"-"
68820,"BARMKIN",Y,"A defensive cattle enclosure added to fortified towers.",1,P,"-"
68821,"BARRACKS",Y,"A building used to house members of the armed forces.",1,P,"-"
68822,"BASTION",Y,"A flanking tower, or projection from the main walls of a defensive work from which a garrison can defend the ground in front or on the flank.",1,P,"-"
68823,"BASTLE",Y,"A fortified house of two or three storeys, the lower floor being used to house animals and the upper for domestic use.",1,P,"-"
68824,"BATTERY",Y,"A site where guns, mortars or searchlights are mounted. Use specific type where known.",1,P,"-"
68825,"ANTI AIRCRAFT BATTERY",Y,"A site containing one or more artillery pieces and/or rocket launchers for firing at enemy aircraft.",1,P,"-"
68826,"SEARCHLIGHT BATTERY",Y,"A site in which one or more searchlights were positioned to locate enemy aircraft or surface vessels for the benefit of batteries and night fighter aircraft.",1,P,"-"
68827,"BEACON",Y,"A site or structure on which a signal, especially a fire, could be placed as a warning or means of communication. Use for beacon sites or surviving beacon structures.",1,P,"-"
68828,"BLOCKHOUSE",Y,"A detached fort covering a strategic point.",1,P,"-"
68829,"BREASTWORK",Y,"A temporary fieldwork, usually a few feet in height, constructed for defence against enemy forces.",1,P,"-"
68830,"BUTTS",Y,"A mound or structure on which an archery, musketry or artillery target is erected. Use specific type where known.",1,P,"-"
68831,"ARCHERY BUTTS",Y,"A mound or structure on which targets are placed for archery practice or competition.",1,P,"-"
68832,"RIFLE BUTTS",Y,"A target range used for rifle and small arms practice and recreational purposes.",1,P,"-"
68833,"CASTLE",Y,"A fortress and dwelling, usually medieval in origin, and often consisting of a keep, curtain wall and towers etc.",1,P,"-"
68834,"ADULTERINE CASTLE",Y,"A castle erected without permission, ie. without a royal licence to crenellate.",1,P,"-"
68835,"ARTILLERY CASTLE",Y,"Castles constructed between 1481 and 1561 for defence using heavy guns.",1,P,"-"
68836,"BAILEY",Y,"The courtyard of a castle, ie. the area enclosed by the rampart or curtain. Use with wider site type where known.",1,P,"-"
68837,"CONCENTRIC CASTLE",Y,"A castle surrounded by two or more lines of walled fortifications.",1,P,"-"
68838,"KEEP",Y,"The major tower of a fortification, often acting as its last defence.",1,P,"-"
68839,"SHELL KEEP",Y,"A Norman keep, in the form of a circular or polygonal enclosure surrounded by a wall.",1,P,"-"
68840,"TOWER KEEP",Y,"A fortified keep in the form of a tower, used as a last refuge or defence. If a component of a larger site, use KEEP.",1,P,"-"
68841,"MOTTE",Y,"An artificial steep-sided earthen mound on, or in, which is set the principal tower of a castle.",1,P,"-"
68842,"MOTTE AND BAILEY",Y,"An early form of castle consisting of a flat-top steep-sided earthen mound, supporting a wooden tower, and a bailey.",1,P,"-"
68843,"QUADRANGULAR CASTLE",Y,"A castle built on a simple, rectangular plan, usually with a tower at each corner. This design became common in England after 1300.",1,P,"-"
68844,"RINGWORK",Y,"A defensive bank and ditch, circular or oval in plan, surrounding one or more buildings.",1,P,"-"
68845,"RINGWORK AND BAILEY",Y,"An enclosure within a bailey which contained a keep and sometimes took the place of a motte.",1,P,"-"
68846,"SIEGE CASTLE",Y,"A temporary castle built to house and protect troops beseiging another castle or town.",1,P,"-"
68847,"Chain Tower",N,"-",1,N,"-"
68848,"CHEVAUX DE FRISE",Y,"A system of stones or wooden obstacles placed close together to impede the advance of enemy forces. Do not use for HILLFORT sites.",1,P,"-"
68849,"Corner Tower",N,"-",1,N,"-"
68850,"DOME TRAINER",Y,"A dome shaped building, housing training apparatus, including a projector, for training ground gunners in the art of airfield defence.  (WWII).",1,P,"-"
68851,"DRILL HALL",Y,"A building or site used for the exercise and training of military personnel.",1,P,"-"
68853,"CROSS DYKE",Y,"A linear earthwork, usually a bank accompanied by a ditch, which runs across rather than along an area or ridge of higher ground.",1,P,"-"
68854,"ENCLOSED SETTLEMENT",Y,"A site used primarily for domestic purposes on at least a semi-permanent or seasonal basis, and which has been surrounded by a bank and ditch, palisade, or some other form of enclosure. Use more specific type(s) where appropriate.",1,P,"-"
68855,"HILLFORT",Y,"A hilltop enclosure bounded by one or more substantial banks, ramparts and ditches. Use more specific type where known.",1,P,"-"
68856,"BIVALLATE HILLFORT",Y,"A hilltop enclosure bounded by a double line of ramparts.",1,P,"-"
68857,"MULTIPLE ENCLOSURE FORT",Y,"Hillslope forts with wide spaced ramparts.",1,P,"-"
68858,"MULTIVALLATE HILLFORT",Y,"A hillfort enclosure with defences composed of more than one bank and ditch.",1,P,"-"
68859,"UNIVALLATE HILLFORT",Y,"A hilltop enclosure bounded by a single rampart, usually accompanied by a ditch.",1,P,"-"
68860,"PALISADED HILLTOP ENCLOSURE",Y,"A small, defended settlement dating to the Early Iron Age, located on spurs, promontories or hilltops. The defences are marked by single or double trenches which originally held substantial palisades.",1,P,"-"
68862,"MULTIPLE DITCH SYSTEM",Y,"A multiple, parallel arrangement of linear earthwork ditches, usually accompanied by banks, and often of considerable territorial extent. Usually of later prehistoric or Roman date.",1,P,"-"
68863,"PROMONTORY FORT",Y,"A defensive enclosure created by constructing one or more lines of ramparts across a neck of land, in order to defend, or restrict access to, a spur or promontory, either inland or on the coast.",1,P,"-"
68864,"CLIFF CASTLE",Y,"An enclosure created by constructing one or more lines of ramparts across a promontory which projects into the sea.",1,P,"-"
68865,"ROUND",Y,"A small, Iron Age/Romano-British enclosed settlement found in South West England.",1,P,"-"
68866,"FIELDWORK",Y,"A usually temporary earthwork or fortification, the latter constructed by military forces operating in the field. Use more specific type where known.",1,P,"-"
68867,"FIRING RANGE",Y,"A piece of ground over which small arms or large artillery may be fired at targets. For rocket and missile firing use ROCKET TEST FACILITY.",1,P,"-"
68868,"FORT",Y,"A permanently occupied position or building designed primarily for defence.",1,P,"-"
68869,"ARTILLERY FORT",Y,"A fortified building or site with purpose built emplacements for artillery pieces.",1,P,"-"
68870,"AUXILIARY FORT",Y,"A permanent Roman fort enclosed by a number of ditches and ramparts, used to house a garrison of auxiliaries.",1,P,"-"
68871,"FORT ANNEXE",Y,"A small enclosure built onto the perimeter of a Roman fortress or fort.",1,P,"-"
68872,"SAXON SHORE FORT",Y,"Roman coastal forts fortified with large walls and a ditch, introduced to cope with raids from across the English Channel and North Sea.",1,P,"-"
68873,"VEXILLATION FORT",Y,"A military base normally between 20 and 30 acres in size, containing legionary and auxiliary battle units, which served as stores depots and winter quarters during campaigns.",1,P,"-"
68874,"FORTIFICATION",Y,"A usually permanent defensive work. Use specific type where known.",1,P,"-"
68875,"FORTIFIED HOUSE",Y,"A house which bears signs of fortification. These often include crenellated battlements and narrow slit-like windows.",1,P,"-"
68876,"FORTIFIED MANOR HOUSE",Y,"A manor house, which was granted a royal licence to crenellate.",1,P,"-"
68877,"FORTLET",Y,"A fortified Roman site, usually under 1 hectare in area, strategically situated, housing small military patrols, often defended by a rampart, one or two ditches and a gate.",1,P,"-"
68878,"MILECASTLE",Y,"A small, walled fortlet, situated every Roman mile along the length of Hadrian's Wall to defend a gateway allowing the passage of people and as a garrison to accommodate patrol troops.",1,P,"-"
68879,"MILEFORTLET",Y,"A free standing small turf and timber fortlet, situated every Roman mile along Hadrian's Wall.",1,P,"-"
68880,"FORTRESS",Y,"A major fortified place, often a town, capable of containing a large force. If Roman use LEGIONARY FORTRESS.",1,P,"-"
68881,"LEGIONARY FORTRESS",Y,"A large, fortified permanent Roman military base, made of timber and stone, surrounded by a rampart and ditches.",1,P,"-"
68882,"FRONTIER DEFENCE",Y,"A system of fortifications constructed along a national frontier to contain the local population, as well as keep out undesirable raiders eg. Offa's Dyke. Use with more specific monument type where known.",1,P,"-"
68883,"TURRET",Y,"A small tower or bartizan, which was often placed at the angles of a castle, to increase the flanking ability, some only serving as corner buttresses. Also used to describe the small rectangular towers situated between the milecastles along Hadrians Wall.",1,P,"-"
68884,"VALLUM",Y,"A flat bottomed ditch flanked by mounds running to the south of Hadrian's Wall for much of its length, marking the boundary of the military zone.",1,P,"-"
68885,"GUARDHOUSE",Y,"A building used for the accommodation of a military guard and/or the detainment of prisoners.",1,P,"-"
