TH_T_U_UID,TERM,CLA_GR_UID,BROAD_TERM_U_UID,TOP_TERM_U_UID
182379,ROBIN AIRCRAFT HANGAR,1,134204,134198
182380,AIRCRAFT HANGAR (TYPE K),1,134204,134198
182381,MIXING HOUSE,1,140635,132062
182382,CHARGE HOUSE,1,140635,132062
182383,CARTRIDGE HOUSE,1,140635,132062
182384,CLIMBING WALL,1,135327,133551
182385,PICKETT HAMILTON FORT,1,133386,133297
182386,PICKETT HAMILTON FORT,1,182749,133297
182394,HARDENED AIRCRAFT SHELTER,1,134204,134198
182395,SEAPLANE SHED (TYPE F),1,182736,134198
182396,AIRCRAFT STORAGE FACILITY,1,136816,133297
182397,AIRCRAFT HANGAR,1,191852,133297
182398,AIRCRAFT HANGAR (TYPE C),1,182397,133297
182399,AIRCRAFT HANGAR (TYPE B1),1,182723,134198
182400,AIRCRAFT HANGAR (TYPE T1),1,182709,133297
182401,AIRCRAFT HANGAR (TYPE T2),1,182709,133297
182403,BELLMAN AIRCRAFT HANGAR,1,182707,133297
182404,AIRCRAFT HANGAR (TYPE A),1,182397,133297
182405,AIRCRAFT HANGAR (TYPE J),1,182397,133297
182406,BESSONNEAU AIRCRAFT HANGAR,1,182707,133297
182407,AIRCRAFT HANGAR (TYPE L),1,182397,133297
182408,AIRCRAFT HANGAR (TYPE T3),1,182709,133297
182409,BELFAST TRUSS AIRCRAFT HANGAR,1,182397,133297
182410,ROBIN AIRCRAFT HANGAR,1,182397,133297
182411,AIRCRAFT HANGAR (TYPE K),1,182397,133297
182412,HARDENED AIRCRAFT SHELTER,1,182397,133297
182413,SEAPLANE SHED (TYPE F),1,182737,133297
182414,FLYING CLUB,1,135177,133551
182439,RELIGIOUS EDUCATION CENTRE,1,133667,133667
182440,RELIGIOUS EDUCATION CENTRE,1,133422,133422
182442,AIRCRAFT HANGAR (TYPE E),1,134204,134198
182443,AIRCRAFT HANGAR (TYPE E),1,182397,133297
182444,AIRCRAFT HANGAR (TYPE D),1,134204,134198
182445,AIRCRAFT HANGAR (TYPE D),1,182397,133297
182446,STATION HEADQUARTERS,1,136816,133297
182447,AIR TRAFFIC CONTROL SCHOOL,1,135189,133422
182458,DISPLACED PERSONS CAMP,1,131653,131528
182459,DISPLACED PERSONS CAMP,1,133065,133065
182661,LAMELLA AIRCRAFT HANGAR,1,134204,134198
182662,LAMELLA AIRCRAFT HANGAR,1,182397,133297
182663,BLISTER AIRCRAFT HANGAR,1,182707,133297
182664,COTTAGE HOME,1,134497,134482
182665,COMMISSARY,1,133254,133154
182666,BASEBALL COURT,1,144464,133551
182667,DISTRIBUTION CENTRE,1,133154,133154
182668,BUTLER COMBAT HANGAR,1,134204,134198
182669,BUTLER COMBAT HANGAR,1,182397,133297
182670,SEAPLANE SHED (TYPE J),1,182736,134198
182671,SEAPLANE SHED (TYPE J),1,182737,133297
182675,OPERATIONAL READINESS PLATFORM,1,136816,133297
182697,AIRCRAFT PICKETING POINT,1,136816,133297
182698,AIRCRAFT PICKETING POINT,1,135239,134198
182706,AIRCRAFT HANGAR (TRANSPORTABLE),1,134204,134198
182707,AIRCRAFT HANGAR (TRANSPORTABLE),1,182397,133297
182708,AIRCRAFT HANGAR (TYPE T),1,182706,134198
182709,AIRCRAFT HANGAR (TYPE T),1,182707,133297
182710,CALLENDER HANGAR,1,182706,134198
182711,CALLENDER HANGAR,1,182707,133297
182712,FROMSON HANGAR,1,182706,134198
182713,FROMSON HANGAR,1,182707,133297
182714,MAIN HANGAR,1,182706,134198
182715,MAIN HANGAR,1,182707,133297
182716,PENTAD HANGAR,1,182706,134198
182717,PENTAD HANGAR,1,182707,133297
182718,AIRCRAFT HANGAR (TYPE A1),1,182192,134198
182719,AIRCRAFT HANGAR (TYPE A1),1,182404,133297
182720,AIRCRAFT HANGAR (TYPE A2),1,182192,134198
182721,AIRCRAFT HANGAR (TYPE A2),1,182404,133297
182722,AIRCRAFT HANGAR (TYPE B),1,182397,133297
182723,AIRCRAFT HANGAR (TYPE B),1,134204,134198
182724,AIRCRAFT HANGAR (TYPE B2),1,182722,133297
182725,AIRCRAFT HANGAR (TYPE B2),1,182723,134198
182726,AIRCRAFT HANGAR (TYPE VR1),1,134204,134198
182727,AIRCRAFT HANGAR (TYPE VR1),1,182397,133297
182728,AIRCRAFT HANGAR (TYPE VR2),1,134204,134198
